Title,Authors,Abstract,URL
In vivo evaluation of PEGylated ⁶⁴Cu-liposomes with theranostic and radiotherapeutic potential using micro PET/CT,"Anncatrine Luisa Petersen, Jonas Rosager Henriksen, Tina Binderup, Dennis Ringkjøbing Elema, Palle Hedengran Rasmussen, Anne Mette Hag, Andreas Kjær, Thomas Lars Andresen","Purpose: The objective of this study was to evaluate the potential of PEGylated (64)Cu-liposomes in clinical diagnostic positron emission tomography (PET) imaging and PEGylated (177)Lu-liposomes in internal tumor radiotherapy through in vivo characterization and dosimetric analysis in a human xenograft mouse model.

Methods: Liposomes with 5 and 10 mol% PEG were characterized with respect to size, charge, and (64)Cu- and (177)Lu-loading efficiency. The tumor imaging potential of (64)Cu-loaded liposomes was evaluated in terms of in vivo biodistribution, tumor accumulation and tumor-to-muscle (T/M) ratios, using PET imaging. The potential of PEGylated liposomes for diagnostic and therapeutic applications was further evaluated through dosimetry analysis using OLINDA/EXM software. The (64)Cu-liposomes were used as biological surrogates to estimate the organ and tumor kinetics of (177)Lu-liposomes.

Results: High remote loading efficiency (>95 %) was obtained for both (64)Cu and (177)Lu radionuclides with PEGylated liposomes, and essentially no leakage of the encapsulated radionuclide was observed upon storage and after serum incubation for 24 h at 37 °C. The 10 mol% PEG liposomes showed higher tumor accumulation (6.2 ± 0.2 %ID/g) than the 5 mol% PEG liposomes, as evaluated by PET imaging. The dosimetry analysis of the (64)Cu-liposomes estimated an acceptable total effective dose of 3.3·10(-2) mSv/MBq for diagnostic imaging in patients. A high absorbed tumor dose (114 mGy/MBq) was estimated for the potential radiotherapeutic (177)Lu-liposomes.

Conclusion: The overall preclinical profile of PEGylated (64)Cu-liposomes showed high potential as a new PET theranostic tracer for imaging in humans. Dosimetry results predicted that initial administered activity of 200 MBq of (64)Cu-liposomes should be acceptable in patients. Work is in progress to validate the utility of PEGylated (64)Cu-liposomes in a clinical research programme. The high absorbed tumor dose (114 mGy/MBq) estimated for (177)Lu-liposomes and the preliminary dosimetric studies justify further therapeutic and dosimetry investigation of (177)Lu-liposomes in animals before potential testing in man.",https://pubmed.ncbi.nlm.nih.gov/26646780/
Uptake of 4-borono-2-[18F]fluoro-L-phenylalanine in sporadic and neurofibromatosis 2-related schwannoma and meningioma studied with PET,"Katja Havu-Aurén, Johanna Kiiski, Kaisa Lehtiö, Olli Eskola, Martti Kulvik, Ville Vuorinen, Vesa Oikonen, Jyrki Vähätalo, Juha Jääskeläinen, Heikki Minn","Purpose: Meningiomas and schwannomas associated with neurofibromatosis 2 (NF2) are difficult to control by microsurgery and stereotactic radiotherapy alone. Boron neutron capture therapy (BNCT) is a chemically targeted form of radiotherapy requiring increased concentration of boron-10 in tumour tissue. PET with the boron carrier 4-borono-2-[(18)F]fluoro-L-phenylalanine ([(18)F]FBPA) allows investigation of whether 4-borono-L-phenylalanine (BPA) concentrates in NF2 tumours, which would make BNCT feasible.

Methods: We studied dynamic uptake of [(18)F]FBPA in intracranial meningiomas (n=4) and schwannomas (n=6) of five sporadic and five NF2 patients. Tracer input function and cerebral blood volume were measured. [(18)F]FBPA uptake in tumour and brain was assessed with a three-compartmental model and graphical analysis. These, together with standardised uptake values (SUVs), were used to define tumour-to-brain [(18)F]FBPA tissue activity gradients.

Results: Model fits with three parameters K (1) (transport), k (2) (reverse transport) and k (3) (intracellular metabolism) were found to best illustrate [(18)F]FBPA uptake kinetics. Maximum SUV was two- to fourfold higher in tumour as compared with normal brain and independent of NF2 status. The increased uptake was due to higher transport of [(18)F]FBPA in tumour. In multiple-time graphical analysis (MTGA, Gjedde-Patlak plot) the tumour-to-brain [(18)F]FBPA influx constant (K (i) -MTGA) ratios varied between 1.8 and 5.4 in NF2-associated tumours while in sporadic tumours the ratio was 1-1.4.

Conclusion: [(18)F]FBPA PET offers a viable means to evaluate BPA uptake in meningiomas and schwannomas in NF2. Based on our results on tumour uptake of [(18)F]FBPA, some of these benign neoplasms may be amenable to BNCT.",https://pubmed.ncbi.nlm.nih.gov/16896669/
Serotonin transporter occupancy and the functional neuroanatomic effects of citalopram in geriatric depression,"Gwenn S Smith, Alan Kahn, Julia Sacher, Pablo Rusjan, Thilo van Eimeren, Alastair Flint, Alan A Wilson","Objectives: The functional neuroanatomic changes associated with selective serotonin reuptake inhibitor (SSRI) treatment have been the focus of positron emission tomography (PET) studies of cerebral glucose metabolism in geriatric depression.

Design: To evaluate the underlying neurochemical mechanisms, both cerebral glucose metabolism and serotonin transporter (SERT) availability were measured before and during treatment with the SSRI, citalopram. It was hypothesized that SERT occupancy would be observed in cortical and limbic brain regions that have shown metabolic effects, as well as striatal and thalamic regions that have been implicated in prior studies in midlife patients.

Setting: Psychiatric outpatient clinic.

Participants: Seven depressed patients who met Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition criteria for current major depressive episode were enrolled.

Intervention: Patients underwent a 12-week open-label trial of the SSRI, citalopram.

Measurements: Patients underwent high-resolution research tomography PET scans to measure changes in cerebral glucose metabolism and SERT occupancy by citalopram treatment (after 8-10 weeks of treatment).

Results: Three different tracer kinetic models were applied to the [¹¹C]-DASB region-of-interest data and yielded similar results of an average of greater than 70% SERT occupancy in the striatum and thalamus during citalopram treatment. Voxel-wise analyses showed significant SERT occupancy in these regions, as well as cortical (e.g., anterior cingulate, superior and middle frontal, precuneus, and limbic (parahippocampal gyrus) areas that also showed reductions in glucose metabolism.

Conclusion: The findings suggest that cortical and limbic SERT occupancy may be an underlying mechanism for the regional cerebral metabolic effects of citalopram in geriatric depression.",https://pubmed.ncbi.nlm.nih.gov/21841458/
"In vivo Visualization of M2 Macrophages in the Myocardium After Myocardial Infarction (MI) Using 68 Ga-NOTA-Anti-MMR Nb: Targeting Mannose Receptor (MR, CD206) on M2 Macrophages","Zohreh Varasteh, Miriam Braeuer, Sarajo Mohanta, Anna-Lena Steinsiek, Andreas Habenicht, Negar Omidvari, Geoffrey J Topping, Christoph Rischpler, Wolfgang A Weber, Hendrik B Sager, Geert Raes, Sophie Hernot, Markus Schwaiger","Introduction and objectives: Wound healing after myocardial infarction (MI) is a dynamic and complex multiple phase process, and a coordinated cellular response is required for proper scar formation. The current paradigm suggests that pro-inflammatory monocytes infiltrate the MI zone during the initial pro-inflammatory phase and differentiate into inflammatory macrophages, and then switch their phenotypes to anti-inflammatory during the reparative phase. Visualization of the reparative phase post-MI is of great interest because it may reveal delayed resolution of inflammation, which in turn predicts adverse cardiac remodeling. Imaging of anti-inflammatory macrophages may also be used to assess therapy approaches aiming to modulate the inflammatory response in order to limit MI size. Reparative macrophages can be distinguished from inflammatory macrophages by the surface marker mannose receptor (MR, CD206). In this study we evaluated the feasibility of68Ga-NOTA-anti-MMR Nb for imaging of MR on alternatively activated macrophages in murine MI models.

Methods: Wildtype and MR-knockout mice and Wistar rats were subjected to MI via permanent ligation of the left coronary artery. Non-operated or sham-operated animals were used as controls. MR expression kinetics on cardiac macrophages was measured in mice using flow cytometry. PET/CT scans were performed 1 h after intravenous injection of68Ga-NOTA-anti-MMR Nb. Mice and rats were euthanized and hearts harvested forex vivoPET/MRI, autoradiography, and staining. As a non-targeting negative control,68Ga-NOTA-BCII10 was used.

Results: In vivo-PET/CT scans showed focal radioactivity signals in the infarcted myocardium for68Ga-NOTA-anti-MMR Nb which were confirmed byex vivo-PET/MRI scans. In autoradiography images, augmented uptake of the tracer was observed in infarcts, as verified by the histochemistry analysis. Immunofluorescence staining demonstrated the presence and co-localization of CD206- and CD68-positive cells, in accordance to infarct zone. Noin vivoorex vivosignal was observed in the animals injected with control Nb or in the sham-operated animals.68Ga-NOTA-anti-MMR Nb uptake in the infarcts of MR-knockout mice was negligibly low, confirming the specificity of68Ga-NOTA-anti-MMR Nb to MR.

Conclusion: This exploratory study highlights the potential of68Ga-NOTA-anti-MMR Nb to image MR-positive macrophages that are known to play a pivotal role in wound healing that follows acute MI.",https://pubmed.ncbi.nlm.nih.gov/35548425/
Steroid hormones affect binding of the sigma ligand 11C-SA4503 in tumour cells and tumour-bearing rats,"Anna A Rybczynska, Philip H Elsinga, Jurgen W Sijbesma, Kiichi Ishiwata, Johan R de Jong, Erik F de Vries, Rudi A Dierckx, Aren van Waarde","Purpose: Sigma receptors are implicated in memory and cognitive functions, drug addiction, depression and schizophrenia. In addition, sigma receptors are strongly overexpressed in many tumours. Although the natural ligands are still unknown, steroid hormones are potential candidates. Here, we examined changes in binding of the sigma-1 agonist (11)C-SA4503 in C6 glioma cells and in living rats after modification of endogenous steroid levels.

Methods: (11)C-SA4503 binding was assessed in C6 monolayers by gamma counting and in anaesthetized rats by microPET scanning. C6 cells were either repeatedly washed and incubated in steroid-free medium or exposed to five kinds of exogenous steroids (1 h or 5 min before tracer addition, respectively). Tumour-bearing male rats were repeatedly treated with pentobarbital (a condition known to result in reduction of endogenous steroid levels) or injected with progesterone.

Results: Binding of (11)C-SA4503 to C6 cells was increased (approximately 50%) upon removal and decreased (approximately 60%) upon addition of steroid hormones (rank order of potency: progesterone > allopregnanolone = testosterone = androstanolone > dehydroepiandrosterone-3-sulphate, IC(50) progesterone 33 nM). Intraperitoneally administered progesterone reduced tumour uptake and tumour-to-muscle contrast (36%). Repeated treatment of animals with pentobarbital increased the PET standardized uptake value of (11)C-SA4503 in tumour (16%) and brain (27%), whereas the kinetics of blood pool radioactivity was unaffected.

Conclusions: The binding of (11)C-SA4503 is sensitive to steroid competition. Since not only increases but also decreases of steroid levels affect ligand binding, a considerable fraction of the sigma-1 receptor population in cultured tumour cells or tumour-bearing animals is normally occupied by endogenous steroids.",https://pubmed.ncbi.nlm.nih.gov/19247652/
Measurement of cyclosporin induced changes in P-glycoprotein function at the human blood-brain barrier using [18F]MC225 and PET,"Pascalle Mossel, Giordana Salvi de Souza, Antoon T M Willemsen, Gilles N Stormezand, Nicola A Colabufo, Jun Toyohara, Hendrikus H Boersma, Rudi A J O Dierckx, Adriaan A Lammertsma, Anna L Bartels, Gert Luurtsema","Introduction: P-glycoprotein (P-gp) or multidrug-resistance protein is one of the most extensively studied efflux transporters at the blood-brain barrier (BBB). Changes in P-gp function are associated with several neurodegenerative and psychiatric diseases, including Alzheimer's disease, Parkinson's disease and schizophrenia and with the bioavailability of several pharmaceuticals in the brain, causing multi-drug resistance or side effects. PET imaging can be used to measure the P-gp function in vivo. This study aims to validate [18F]MC225 as specific P-gp PET tracer with the use of cyclosporin as selective P-gp inhibitor.

Methods: Fourteen healthy volunteers (age 67 ± 5y) were included. Subjects underwent twice a 60 min dynamic [18F]MC225 (200MBq) PET scan with continuous arterial blood sampling and a cerebral T1-weighted MRI as anatomical reference. During the second scan, in five subjects, cyclosporin was administered in a dose of 2.5 mg/kg/hour, starting 30 min prior to the scan, to inhibit the BBB P-gp function. Tissue time-activity curves of preselected brain regions (Hammer's atlas) were fitted to a reversible two-tissue compartment model (2T4k) using the metabolite corrected plasma and uncorrected whole blood curves as input functions.

Results: No significant difference was found in plasma kinetics, plasma curves, plasma-to-whole blood ratio, and the parent fraction of the baseline scans and scans after administration of cyclosporin. Volume of distribution values in whole brain grey matter showed a significant increase (6.18 ± 1.29 to 9.00 ± 1.29 mL·cm- 3,p = 0.03) after the administration of cyclosporin.

Conclusion: The outcomes of the current study reflect the potential ability of [18F]MC225 to measure cyclosporin induced changes in P-gp function at the human BBB in vivo.

Trial registration: EudraCT 2020-001564-28.",https://pubmed.ncbi.nlm.nih.gov/40338304/
Micro-PET imaging of alphavbeta3-integrin expression with 18F-labeled dimeric RGD peptide,"Xiaoyuan Chen, Michel Tohme, Ryan Park, Yingping Hou, James R Bading, Peter S Conti","The alphav integrins, which act as cell adhesion molecules, are closely involved with tumor invasion and angiogenesis. In particular, alphavbeta3 integrin, which is specifically expressed on proliferating endothelial cells and tumor cells, is a logical target for development of a radiotracer method to assess angiogenesis and anti-angiogenic therapy. In this study, a dimeric cyclic RGD peptide E[c(RGDyK)]2 was labeled with 18F (t(1/2) = 109.7 min) by using a prosthetic 4-[18F]fluorobenzoyl moiety to the amino group of the glutamate. The resulting [18F]FB-E[c(RGDyK)]2, with high specific activity (200-250 GBq/micromol at the end of synthesis), was administered to subcutaneous U87MG glioblastoma xenograft models for micro-PET and autoradiographic imaging as well as direct tissue sampling to assess tumor targeting efficacy and in vivo kinetics of this PET tracer. The dimeric RGD peptide demonstrated significantly higher tumor uptake and prolonged tumor retention in comparison with a monomeric RGD peptide analog [18F]FB-c(RGDyK). The dimeric RGD peptide had predominant renal excretion, whereas the monomeric analog was excreted primarily through the biliary route. Micro-PET imaging 1 hr after injection of the dimeric RGD peptide exhibited tumor to contralateral background ratio of 9.5 +/- 0.8. The synergistic effect of polyvalency and improved pharmacokinetics may be responsible for the superior imaging characteristics of [18F]FB-E[c(RGDyK)]2.",https://pubmed.ncbi.nlm.nih.gov/15296674/
Experimental facts supporting a red marrow uptake due to radiometal transchelation in 90Y-DOTATOC therapy and relationship to the decrease of platelet counts,"Stephan Walrand, Raffaella Barone, Stanislas Pauwels, François Jamar","Purpose: The aim of this study was to retrospectively evaluate whether the red marrow (RM) takes up (111)In-diethylenetriaminepentaacetic acid (DTPA)-D-Phe(1)-octreotide and (86)Y-DOTATOC and to assess the correlation between the RM absorbed doses and platelet count reduction as a biological dose estimate.

Methods: Data from 12 patients who underwent at 24 h p.i. high statistics (111)In single photon emission computed tomography (SPECT) and (86)Y positron emission tomography (PET) acquisitions of the chest were analysed. Uptake was measured on >7 cm spine length and converted to total RM uptake using standard RM distribution in man. RM absorbed doses were calculated assuming specific RM uptake and using the plasma and remainder of the body models. RM doses were correlated with the platelet count reduction at 4 weeks. In vitro experiments explored the metabolism of (111)In-DTPA-D-Phe(1)-octreotide and (90)Y-DOTATOC in plasma.

Results: The correlation between the uptake of both tracers was excellent (R = 0.80), indicating that RM uptake of (86)Y-DOTATOC reflects a real physiological process and not reconstruction artefacts. The kinetics of (86)Y-DOTATOC RM activity was different than that in blood and tumours, with no activity at 4 h p.i. indicating that the uptake is not somatostatin receptor dependent. In vitro experiments showed a transchelation of both radiometals to free transferrin that could explain the RM uptake. In patients without chemotherapy and with a normal platelet count recovery, a good correlation (R = 0.96) was found between the RM doses and the platelet count reduction at the nadir.

Conclusion: These experimental facts support the existence of a true RM uptake likely related to transchelation of the radiometal to transferrin. RM uptake correlates well with the observed acute RM toxicity.",https://pubmed.ncbi.nlm.nih.gov/21318451/
2-[18F]Fluoro- N-(2-(2-nitro-1 H-imidazol-1-yl)ethyl)acetamide,Kam Leung,"Hypoxia is found in a variety of solid tumors and leads to tumor progression and the resistance of tumors to chemotherapy and radiotherapy (1-3). Tumor oxygenation is heterogeneously distributed within human tumors (4). It would be beneficial to assess tumor oxygenation before and after therapy to provide an evaluation of tumor response to treatment and an insight into new therapeutic treatments (5). Tumor oxygenation is measured invasively using computerized, polarographic, oxygen-sensitive electrodes, which is regarded as the gold standard (6). Functional and non-invasive imaging of intratumoral hypoxia has been demonstrated to be feasible for the measurement of tumor oxygenation (7).

Chapman proposed the use of 2-nitroimidazoles for hypoxia imaging in 1979 (8). 2-Nitroimidazole compounds are postulated to undergo a reduction in hypoxic conditions, forming highly reactive oxygen radicals that subsequently bind covalently to macromolecules inside the cells (9). In normoxic conditions, the reduced molecule is rapidly reoxidized and transported from the cell. [18F]Fluoromisonidazole () is the most widely used positron emission tomography tracer for imaging tumor hypoxia (7). However, it has slow clearance kinetics and high lipophilicity, resulting in substantial background signal in PET scans. [18F]Fluoroazomycinarabinofuranoside () is a 2-nitroimidazole with a sugar addition (10) and has been studied as a hypoxia-imaging agent, showing promising results in various tumor models in rats and mice (11, 12). Zha et al. (13) reported a new [18F]-labeled 2-nitroimidazole derivative, 2-[18F]fluoro-N-(2-(2-nitro-1H-imidazol-1-yl)ethyl)acetamide ([18F]NEFA), which contains a hydrolyzable amide group forin vivohypoxic tissue imaging.",https://pubmed.ncbi.nlm.nih.gov/22013607/
Synthesis and Preclinical Evaluation of 11C-UCB-J as a PET Tracer for Imaging the Synaptic Vesicle Glycoprotein 2A in the Brain,"Nabeel B Nabulsi, Joël Mercier, Daniel Holden, Stephane Carré, Soheila Najafzadeh, Marie-Christine Vandergeten, Shu-Fei Lin, Anand Deo, Nathalie Price, Martyn Wood, Teresa Lara-Jaime, Florian Montel, Marc Laruelle, Richard E Carson, Jonas Hannestad, Yiyun Huang","The synaptic vesicle glycoprotein 2A (SV2A) is found in secretory vesicles in neurons and endocrine cells. PET with a selective SV2A radiotracer will allow characterization of drugs that modulate SV2A (e.g., antiepileptic drugs) and potentially could be a biomarker of synaptic density (e.g., in neurodegenerative disorders). Here we describe the synthesis and characterization of the SV2A PET radiotracer (11)C-UCB-J ((R)-1-((3-((11)C-methyl-(11)C)pyridin-4-yl)methyl)-4-(3,4,5-trifluorophenyl)pyrrolidin-2-one) in nonhuman primates, including whole-body biodistribution.

Methods: (11)C-UCB-J was prepared by C-(11)C-methylation of the 3-pyridyl trifluoroborate precursor with (11)C-methyl iodide via the Suzuki-Miyaura cross-coupling method. Rhesus macaques underwent multiple scans including coinjection with unlabeled UCB-J (17, 50, and 150 μg/kg) or preblocking with the antiepileptic drug levetiracetam at 10 and 30 mg/kg. Scans were acquired for 2 h with arterial sampling and metabolite analysis to measure the input function. Regional volume of distribution (VT) was estimated using the 1-tissue-compartment model. Target occupancy was assessed using the occupancy plot; the dissociation constant (Kd) was determined by fitting self-blocking occupancies to a 1-site model, and the maximum number of receptor binding sites (Bmax) values were derived from baseline VT and from the estimated Kd and the nondisplaceable distribution volume (VND).

Results: (11)C-UCB-J was synthesized with greater than 98% purity. (11)C-UCB-J exhibited high free fraction (0.46 ± 0.02) and metabolized at a moderate rate (39% ± 5% and 24% ± 3% parent remaining at 30 and 90 min) in plasma. In the monkey brain, (11)C-UCB-J displayed high uptake and fast kinetics. VT was high (∼25-55 mL/cm(3)) in all gray matter regions, consistent with the ubiquitous expression of SV2A. Preblocking with 10 and 30 mg/kg of levetiracetam resulted in approximately 60% and 90% occupancy, respectively. Analysis of the self-blocking scans yielded a Kd estimate of 3.4 nM and Bmax of 125-350 nM, in good agreement with the in vitro inhibition constant (Ki) of 6.3 nM and regional Bmax in humans. Whole-body biodistribution revealed that the liver and the brain are the dose-limiting organs for males and females, respectively.

Conclusion: (11)C-UCB-J exhibited excellent characteristics as an SV2A PET radiotracer in nonhuman primates. The radiotracer is currently undergoing first-in-human evaluation.",https://pubmed.ncbi.nlm.nih.gov/26848175/
Transplantation of fetal dopamine neurons in Parkinson's disease: PET [18F]6-L-fluorodopa studies in two patients with putaminal implants,"G V Sawle, P M Bloomfield, A Björklund, D J Brooks, P Brundin, K L Leenders, O Lindvall, C D Marsden, S Rehncrona, H Widner","Two patients with Parkinson's disease who underwent implantation of fetal mesencephalic tissue into the putamen were serially studied using positron emission tomography and [18F]6-L-fluorodopa ([18F]dopa). The uptake of [18F]dopa is related to the functional integrity of the presynaptic dopaminergic system. Preoperative studies revealed a marked decrease in putamen [18F]dopa uptake, with lesser involvement of the caudate. Two and 4 months, respectively, after operation, both patients demonstrated functional improvement, as described elsewhere. One patient was scanned 5, 8, and 13 months after the operation and the other was scanned 7 and 12 months after the operation. In both patients, [18F]dopa uptake increased within the operated putamen despite a progressive decrease in tracer uptake in the unoperated striatal structures. We believe that this increased uptake of [18F]dopa at the implantation site represents functional integrity within a surviving neural graft. While there has been little further clinical improvement beyond the fifth postoperative month, the uptake of [18F]dopa at the operation site in both patients has progressively increased. The kinetic data provide evidence of disease progression in the unoperated striatum, which, balanced against increasing graft function, may explain why clinical improvement reached a plateau within months after surgery.",https://pubmed.ncbi.nlm.nih.gov/1575455/
"Long-term exposure to oral methylphenidate or dl-amphetamine mixture in peri-adolescent rhesus monkeys: effects on physiology, behavior, and dopamine system development","Paul L Soto, Kristin M Wilcox, Yun Zhou, Anil Kumar, Nancy A Ator, Mark A Riddle, Dean F Wong, Michael R Weed","The stimulants methylphenidate and amphetamine are used to treat children with attention deficit/hyperactivity disorder over important developmental periods, prompting concerns regarding possible long-term health impact. This study assessed the effects of such a regimen in male, peri-adolescent rhesus monkeys on a variety of cognitive/behavioral, physiological, and in vivo neurochemical imaging parameters. Twice daily (0900 and 1200 hours), for a total of 18 months, juvenile male monkeys (8 per group) consumed either an unadulterated orange-flavored solution, a methylphenidate solution, or a dl-amphetamine mixture. Doses were titrated to reach blood/plasma levels comparable to therapeutic levels in children. [¹¹C]MPH and [¹¹C]raclopride dynamic PET scans were performed to image dopamine transporter and D₂-like receptors, respectively. Binding potential (BP(ND)), an index of tracer-specific binding, and amphetamine-induced changes in BP(ND) of [¹¹C]raclopride were estimated by kinetic modeling. There were no consistent differences among groups on the vast majority of measures, including cognitive (psychomotor speed, timing, inhibitory control, cognitive flexibility), general activity, physiological (body weight, head circumference, crown-to-rump length), and neurochemical (ie, developmental changes in dopamine transporter, dopamine D₂ receptor density, and amphetamine-stimulated dopamine release were as expected). Cytogenetic studies indicated that neither drug was a clastogen in rhesus monkeys. Thus, methylphenidate and amphetamine at therapeutic blood/plasma levels during peri-adolescence in non-human primates have little effect on physiological or behavioral/cognitive development.",https://pubmed.ncbi.nlm.nih.gov/22805599/
Effects of iterative reconstruction on image contrast and lesion detection in gamma camera coincidence imaging in lung and breast cancers,"A K Paul, M Tatsumi, K Yutani, K Fujino, K Hashikawa, T Nishimura","To investigate the effects of iterative reconstruction in 18F-fluorodeoxyglucose (FDG) gamma camera coincidence imaging (GCI), image contrast and visual detection obtained by using the iterative ordered-subsets expectation maximization (OSEM) reconstruction, in a phantom and in patients with lung cancer and breast cancer, were compared with those obtained by using the conventional filtered backprojection (FBP) reconstruction. Images of a cylindrical phantom containing hot spheres of various sizes (10-38 mm) were acquired by positron emission tomography (PET) and GCI at various sphere-to-background activity ratios. Forty-one consecutive patients with biopsy-proven cancer of lung (n = 20) and breast (n = 21) underwent PET and GCI on the same day after intravenous injection of 370 MBq of FDG. GCI images reconstructed by the OSEM and the FBP were compared. FDG PET was considered as the standard of reference. In GCI phantom images, OSEM yielded better contrast and signal-to-noise ratio (SNR) than FBP over the range of sphere sizes. Attenuation correction improved both the image measures and sphere detection obtained by the OSEM in GCI. In the study involving patients, FDG PET depicted 41 primary tumours and 25 metastatic lymph nodes. All of the tumours >2 cm in diameter (n = 25), six of the nine tumours 1.5-2.0 cm in diameter (67%), two of seven tumours <1.5 cm in diameter (29%), and 20 metastatic lymph nodes (80%) were detected in attenuation uncorrected GCI reconstructed by the OSEM as well as the FBP. The undetected lesions in GCI were identical between the OSEM and the FBP reconstructions. OSEM yielded significantly greater tumour-to-background (T/B) ratios and lower noise than FBP in GCI (T/B ratios, 4.1+/-3.2 vs 3.7+/-2.7, P = 0.02; noise, 0.09+/-0.04 vs 0.14+/-0.05, P<0.0001). In conclusion, OSEM yielded better image contrast and less noise than the FBP in GCI, but the lesion detection obtained by the OSEM and the FBP in attenuation uncorrected GCI in patients with lung cancer and breast cancer were similar. Phantom data suggest the potential of OSEM for improving lesion detection in GCI after attenuation correction.",https://pubmed.ncbi.nlm.nih.gov/11748445/
Ex Vivo Radiolabeling and In Vivo PET Imaging of T Cells Expressing Nuclear Reporter Genes,"Maxim A Moroz, Pat Zanzonico, Jason T Lee, Vladimir Ponomarev","Recent advances in T cell-based immunotherapies from bench to bedside have highlighted the need for improved diagnostic imaging of T cell trafficking in vivo and the means to noninvasively investigate failures in treatment response. T cells expressing tumor-associated T cell receptors (TCRs) or engineered with chimeric antigen receptors (CARs) face multiple challenges, including possible influence of genetic engineering on T cell efficacy, inhibitory effects of the tumor microenvironment, tumor checkpoint proteins and on-target, off-tissue toxicities (Kershaw et al., Nat Rev Cancer 13:525-541, 2013; Corrigan-Curay et al., Mol Ther 22:1564-1574, 2014; June et al., Sci Trans Med 7:280-287, 2015; Whiteside et al., Clin Cancer Res 22:1845-1855, 2016; Rosenberg and Restifo, Science 348:62-68, 2015). Positron emission tomography (PET) imaging with nuclear reporter genes is potentially one of the most sensitive and noninvasive methods to quantitatively track and monitor function of adoptively transferred cells in vivo. However, in vivo PET detection of T cells after administration into patients is limited by the degree of tracer accumulation per cell in situ and cell density in target tissues. We describe here a method for ex vivo radiolabeling of T cells, a reliable and robust technique for PET imaging of the kinetics of T cell biodistribution from the time of administration to subsequent localization in targeted tumors and other tissues of the body. This noninvasive technique can provide valuable information to monitor and identify the potential efficacy of adoptive cell therapies.",https://pubmed.ncbi.nlm.nih.gov/29858790/
1-(2'-Deoxy-2'-[18F]fluoro-β- d-arabinofuranosyl)-5-iodocytosine,Liang Shan,"The18F-labeled 1-(2'-deoxy-2'-[18F]fluoro-β-d-arabinofuranosyl)-5-iodocytosine, abbreviated as18F-FIAC, is a cytidine analog synthesized for positron emission tomography (PET) of herpes simplex virus (HSV) type 1 thymidine kinase (HSV1-tk) gene expression (1, 3).

TheHSV1-tkreporter gene expression was first explored with radiolabeled nucleoside analogs by Tjuvajev et al. in 1995 to monitor the activity ofHSV1-tk(4). This study opened a new field of imaging ofHSV1-tkgene expression in gene therapy of cancer (2, 5). Since then, a large number of radiolabeled nucleoside analogs have been reported for PET imaging ofHSV1-tkreporter gene expression (2, 3). These analogs have been developed on the basis of their antiviral properties against HSV for treatment of HSV encephalitis, which involves monophosphorylation of the nucleoside analogs byHSV1-tkto their monophosphates that are subsequently converted to their di- and tri-phosphates by host kinases (1). Basically, these analogs can be divided into two major classes: pyrimidine and purine nucleoside analogs (2). The pyrimidine analogs are 2'-18F-fluoroarabinofuranisyluracil derivatives and a few other 5- and 6-substituted uracil derivatives. The purine analogs are fluorinated guanosine (acycloguanosine) derivatives. Pyrimidine analogs have two advantages over the guanosine analogs. First, pyrimidine nucleosides are more sensitive (by orders of magnitude) toHSV1-tkthan guanosine nucleosides. Second, pyrimidine analogs are mainly clearedviathe kidneys; therefore, the background activity is negligible, whereas most guanosine nucleosides are cleared through the hepatobiliary system, which leads to high radioactivity in the intestine. However, pyrimidine analogs are substrates of thymidine phosphorylase (TPase), and the glycosilic bond between the sugar and the base in the structure can be cleaved by TPase, whereas guanosine analogs are resistant to TPase; therefore, guanosine nucleosides often exhibit better tracer kinetics in this respect than the pyrimidine nucleosides. In addition, because guanosine nucleosides are not TPase substrates, they are more attractive for PET imaging of mutatedHSV1-tkreporter gene expression (6).

FIAC is a potent inhibitor of HSV virus replication. In virus-infected cells, FIAC is transformed to mono-, di-, or tri-phosphate form and incorporated into the viral DNA sequence to cause anti-viral effects at concentrations as low as 10 nM (7, 8). At the same time, FIAC exhibits limited cytotoxicity (IC50= 21.7 μM) to untransfected cells, indicating that FIAC might not be a proper substrate for the host thymidine kinase (8). These findings imply that FIAC might be an ideal probe for targeting HSV1-tk gene expression in living subjects. Chan et al. (1) tested the feasibility of18F-FIAC as a PET radiotracer for HSV1-tk gene imaging and compared it with two highly promising thymidine analogs, 2'-deoxy-2'-[18F]fluoro-5-iodo-1-β-d-arabinofuranosyluracil (18F-FIAU) and 2'-deoxy-2'-[18F]fluoro-5-ethyl-1-β-d-arabinofuranosyluracil (18F-FEAU) (9) in an NG4TL4-WT/STK sarcoma-bearing mouse model. This chapter summarizes the data obtained with18F-FIAC.",https://pubmed.ncbi.nlm.nih.gov/22514809/
